date,price
2019-09-06,177.0
2019-09-07,177.0
2019-09-08,177.0
2019-09-09,178.0
2019-09-10,178.0
2019-09-11,189.0
2019-09-12,189.0
2019-09-13,189.0
2019-09-14,179.0
2019-09-15,179.0
2019-09-16,179.0
2019-09-17,189.0
2019-09-18,186.0
2019-09-19,186.0
2019-09-20,194.0
2019-09-21,190.0
2019-09-22,190.0
2019-09-23,190.0
2019-09-24,190.0
2019-09-25,200.0
2019-09-26,200.0
2019-09-27,197.0
2019-09-28,197.0
2019-09-29,197.0
2019-09-30,200.0
2019-10-01,200.0
2019-10-02,200.0
2019-10-03,200.0
2019-10-04,200.0
2019-10-05,200.0
2019-10-06,200.0
2019-10-07,203.0
2019-10-08,200.0
2019-10-09,200.0
2019-10-10,200.0
2019-10-11,200.0
2019-10-12,200.0
2019-10-13,200.0
2019-10-14,200.0
2019-10-15,200.0
2019-10-16,196.0
2019-10-17,196.0
2019-10-18,196.0
2019-10-19,196.0
2019-10-20,196.0
2019-10-21,196.0
2019-10-22,196.0
2019-10-23,196.0
2019-10-24,196.0
2019-10-25,196.0
2019-10-26,196.0
2019-10-27,196.0
2019-10-28,196.0
2019-10-29,196.0
2019-10-30,196.0
2019-10-31,196.0
2019-11-01,196.0
2019-11-02,196.0
2019-11-03,196.0
2019-11-04,196.0
2019-11-05,196.0
2019-11-06,196.0
2019-11-07,196.0
2019-11-08,196.0
2019-11-09,196.0
2019-11-10,196.0
2019-11-11,196.0
2019-11-12,196.0
2019-11-13,196.0
2019-11-14,196.0
2019-11-15,196.0
2019-11-16,196.0
2019-11-17,196.0
2019-11-18,196.0
2019-11-19,196.0
2019-11-20,196.0
2019-11-21,192.0
2019-11-22,192.0
2019-11-23,192.0
2019-11-25,209.0
2019-11-26,209.0
2019-11-27,209.0
2019-11-28,209.0
2019-11-29,209.0
2019-11-30,209.0
2019-12-01,209.0
2019-12-02,209.0
2019-12-03,209.0
2019-12-04,209.0
2019-12-05,209.0
2019-12-06,204.0
2019-12-07,204.0
2019-12-08,204.0
2019-12-09,204.0
2019-12-10,203.0
2019-12-11,203.0
2019-12-12,203.0
2019-12-13,203.0
2019-12-14,201.0
2019-12-15,201.0
2019-12-16,201.0
2019-12-17,201.0
2019-12-18,201.0
2019-12-19,201.0
2019-12-20,195.0
2019-12-21,195.0
2019-12-22,206.0
2019-12-23,206.0
2019-12-24,206.0
2019-12-25,214.0
2019-12-26,214.0
2019-12-27,214.0
2019-12-28,214.0
2019-12-29,214.0
2019-12-30,214.0
2019-12-31,214.0
2020-01-01,214.0
2020-01-02,214.0
2020-01-03,214.0
2020-01-04,214.0
2020-01-05,214.0
2020-01-06,214.0
2020-01-07,214.0
2020-01-08,214.0
2020-01-09,214.0
2020-01-10,206.0
2020-01-11,202.0
2020-01-12,202.0
2020-01-13,206.0
2020-01-14,214.0
2020-01-15,214.0
2020-01-16,214.0
2020-01-17,214.0
2020-01-18,214.0
2020-01-19,214.0
2020-01-20,214.0
2020-01-21,206.0
2020-01-22,206.0
2020-01-23,214.0
2020-01-24,206.0
2020-01-25,202.0
2020-01-26,202.0
2020-01-27,206.0
2020-01-28,206.0
2020-01-29,206.0
2020-01-30,206.0
2020-01-31,206.0
2020-02-01,228.0
2020-02-02,228.0
2020-02-03,228.0
2020-02-04,179.0
2020-02-05,179.0
2020-02-06,179.0
2020-02-07,179.0
2020-02-08,179.0
2020-02-09,179.0
2020-02-10,179.0
2020-02-11,229.0
2020-02-12,229.0
2020-02-13,229.0
2020-02-14,229.0
2020-02-15,229.0
2020-02-16,229.0
2020-02-17,229.0
2020-02-18,229.0
2020-02-19,229.0
2020-02-21,229.0
2020-02-22,229.0
2020-02-23,229.0
2020-02-24,229.0
2020-02-25,229.0
2020-02-26,229.0
2020-02-27,229.0
2020-02-28,229.0
2020-02-29,229.0
2020-03-01,229.0
2020-03-02,229.0
2020-03-03,229.0
2020-03-04,229.0
2020-03-05,229.0
2020-03-06,229.0
2020-03-07,229.0
2020-03-08,229.0
2020-03-09,229.0
2020-03-10,229.0
2020-03-12,229.0
2020-03-13,229.0
2020-03-14,229.0
2020-03-15,229.0
2020-03-16,229.0
2020-03-17,229.0
2020-03-18,229.0
2020-03-19,229.0
2020-03-20,209.0
2020-03-21,209.0
2020-03-22,209.0
2020-03-23,209.0
2020-03-24,209.0
2020-03-25,179.0
2020-03-26,179.0
2020-03-27,179.0
2020-03-28,179.0
2020-03-29,179.0
2020-03-30,179.0
2020-03-31,179.0
2020-04-01,179.0
2020-04-02,179.0
